Date;Parcelle;Traitement;Exclos;Sous_parcelle;Medaille;Temp_eau_thermique;Temp;pH;Type_sol;Humidite_pourc;Temp_wet;Front_degel;Conductivite;Hmoyenne;Hmax_veg;Hmax_repro;Temp_vasculaires;Temp_mousses;Hobo_2017;Prof_hobo;Hobo_2018;Couv_hobo
18/07/2018;E1;PO;Temoin;NE;271;15,1;15,9;6,11;mineral;10,6;14,8;22;;;;;;;;;;
18/07/2018;E1;PO;Temoin;SE;269;15,1;11,6;6,11;mineral;19,5;14,3;14;;;;;;;;;;
18/07/2018;E1;PO;Temoin;SO;268;15,1;11,2;6,37;mineral;5,5;17,2;20;;;;;;;;;;
18/07/2018;E1;PO;Temoin;NO;270;15,2;13,2;6,46;mineral;44,9;15,6;22;;;;;;;;;;
18/07/2018;71;PA;Exclos;NE;296;18,5;;;;;;;;;;;;;;;;
18/07/2018;71;PA;Exclos;SE;295;18,5;;;;;;;;;;;;;;;;
18/07/2018;71;PA;Exclos;SO;294;18,5;;;;;;;;;;;;;;;;
18/07/2018;71;PA;Exclos;NO;293;18,5;;;;;;;;;;;;;;;;
18/07/2018;71;PA;Temoin;NE;252;18,6;;;;;;;;;;;;;;;;
18/07/2018;71;PA;Temoin;SE;300;18,8;;;;;;;;;;;;;;;;
18/07/2018;71;PA;Temoin;SO;299;18,8;;;;;;;;;;;;;;;;
18/07/2018;71;PA;Temoin;NO;298;18,6;;;;;;;;;;;;;;;;
18/07/2018;72;PA;Exclos;NE;256;21,6;;;;;;;;;;;;;;;;
18/07/2018;72;PA;Exclos;SE;254;21,1;;;;;;;;;;;;;;;;
18/07/2018;72;PA;Exclos;SO;253;20,7;;;;;;;;;;;;;;;;
18/07/2018;72;PA;Exclos;NO;255;20,9;;;;;;;;;;;;;;;;
18/07/2018;72;PA;Temoin;NE;289;19,8;;;;;;;;;;;;;;;;
18/07/2018;72;PA;Temoin;SE;290;19,7;;;;;;;;;;;;;;;;
18/07/2018;72;PA;Temoin;SO;291;20,3;;;;;;;;;;;;;;;;
18/07/2018;72;PA;Temoin;NO;288;20;;;;;;;;;;;;;;;;
20/07/2018;36;PS;Exclos;NE;357;;8;6,53;mineral;63;10,7;24;;;;;;;;;;
20/07/2018;36;PS;Exclos;SE;358;;7,6;6,48;mineral;66,6;8,8;25;;;;;;;;;;
20/07/2018;36;PS;Exclos;SO;360;;6,6;6,68;mineral;56,5;8,7;26;;;;;;;;;;
20/07/2018;36;PS;Exclos;NO;359;;6,3;6,17;mineral;61,2;7,6;27;;;;;;;;;;
20/07/2018;36;PS;Temoin;NE;355;;10,3;6,48;mineral;54,7;13,7;32;;;;;;;;;;
20/07/2018;36;PS;Temoin;SE;354;;10,9;6,73;mineral;59,2;14,2;34;;;;;;;;;;
20/07/2018;36;PS;Temoin;SO;352;;10,8;6,61;mineral;57,6;12,8;34;;;;;;;;;;
20/07/2018;36;PS;Temoin;NO;353;;9,4;6,89;mineral;64,1;11,1;34;;;;;;;;;;
20/07/2018;35;PS;Exclos;NE;367;;5,3;5,86;mineral;70,2;7,6;20;;;;;;;;;;
20/07/2018;35;PS;Exclos;SE;370;;4,2;6,34;mineral;57,1;8,8;23;;;;;;;;;;
20/07/2018;35;PS;Exclos;SO;369;;5,7;6,35;mineral;62,8;5,4;23;;;;;;;;;;
20/07/2018;35;PS;Exclos;NO;368;;7,3;6,5;mineral;67,6;8,4;20;;;;;;;;;;
20/07/2018;35;PS;Temoin;NE;365;;8,5;6,44;mineral;67;12,1;29;;;;;;;;;;
20/07/2018;35;PS;Temoin;SE;364;;8,6;6,42;mineral;67,8;12;28;;;;;;;;;;
20/07/2018;35;PS;Temoin;SO;362;;7,9;6,23;mineral;67,8;10,8;29;;;;;;;;;;
20/07/2018;35;PS;Temoin;NO;363;;7,2;6,22;mineral;65,7;10,8;29;;;;;;;;;;
20/07/2018;33;PS;Exclos;NE;375;;6,4;6,33;mineral;56,9;7,9;21;;;;;;;;;;
20/07/2018;33;PS;Exclos;SE;373;;3,5;6,05;mineral;28,7;6,6;20;;;;;;;;;;
20/07/2018;33;PS;Exclos;SO;372;;4,2;6,37;mineral;58,3;6,9;20;;;;;;;;;;
20/07/2018;33;PS;Exclos;NO;374;;4,7;6,48;mineral;57,3;8,1;16;;;;;;;;;;
20/07/2018;33;PS;Temoin;NE;377;;8,4;7,03;mineral;69,3;11,9;29;;;;;;;;;;
20/07/2018;33;PS;Temoin;SE;379;;9;6,61;mineral;64,1;12,2;30;;;;;;;;;;
20/07/2018;33;PS;Temoin;SO;380;;10,3;6,54;mineral;61,1;13,1;31;;;;;;;;;;
20/07/2018;33;PS;Temoin;NO;378;;8,9;6,59;mineral;69;12,1;31;;;;;;;;;;
20/07/2018;ROC6;1;Exclos;NE;350;;8,5;6,54;mineral;56,9;10,7;22;;;;;;;;;;
20/07/2018;ROC6;1;Exclos;SE;349;;7,5;6,36;mineral;57,1;9,4;21;;;;;;;;;;
20/07/2018;ROC6;1;Exclos;SO;348;;7,6;6,94;mineral;67,8;9,5;19;;;;;;;;;;
20/07/2018;ROC6;1;Exclos;NO;347;;8;6,62;mineral;65,9;9,5;20;;;;;;;;;;
20/07/2018;ROC6;1;Temoin;NE;345;;8,1;7,08;mineral;70,8;10,2;23;;;;;;;;;;
20/07/2018;ROC6;1;Temoin;SE;344;;8,4;6,66;mineral;67,3;10,6;23;;;;;;;;;;
20/07/2018;ROC6;1;Temoin;SO;343;;9,5;6,73;mineral;72;11,7;20;;;;;;;;;;
20/07/2018;ROC6;1;Temoin;NO;51;;7,7;6,67;mineral;71,8;10,2;26;;;;;;;;;;
20/07/2018;ROC6;6;Exclos;NE;56;;5,3;5,98;mineral;31,8;8,5;13;;;;;;;;;;
20/07/2018;ROC6;6;Exclos;SE;55;;5,5;6,9;mineral;49;8,5;13;;;;;;;;;;
20/07/2018;ROC6;6;Exclos;SO;54;;4,8;6,13;mineral;69,8;4,6;13;;;;;;;;;;
20/07/2018;ROC6;6;Exclos;NO;53;;6,4;6,58;mineral;69,9;5,4;9;;;;;;;;;;
20/07/2018;ROC6;6;Temoin;NE;60;;8,3;6,22;mineral;73;9,9;24;;;;;;;;;;
20/07/2018;ROC6;6;Temoin;SE;59;;8,3;6,44;mineral;69,9;10,4;24;;;;;;;;;;
20/07/2018;ROC6;6;Temoin;SO;58;;7,9;6,54;mineral;67,7;7,5;22;;;;;;;;;;
20/07/2018;ROC6;6;Temoin;NO;57;;6,3;6,53;mineral;71,3;6,7;26;;;;;;;;;;
20/07/2018;ROC6;10;Exclos;NE;98;;5,9;6,89;mineral;58,3;7,2;20;;;;;;;;;;
20/07/2018;ROC6;10;Exclos;SE;97;;5,5;6,55;mineral;69,1;8,2;18;;;;;;;;;;
20/07/2018;ROC6;10;Exclos;SO;96;;6,7;6,8;mineral;68,6;8,5;22;;;;;;;;;;
20/07/2018;ROC6;10;Exclos;NO;95;;7,9;6,87;mineral;59,5;9,9;21;;;;;;;;;;
20/07/2018;ROC6;10;Temoin;NE;93;;6,8;6,75;mineral;67,9;8,7;23;;;;;;;;;;
20/07/2018;ROC6;10;Temoin;SE;92;;5,5;6,93;mineral;65,9;8,1;21;;;;;;;;;;
20/07/2018;ROC6;10;Temoin;SO;91;;7,9;7,17;mineral;73,7;9,2;22;;;;;;;;;;
20/07/2018;ROC6;10;Temoin;NO;90;;8,9;6,68;mineral;61,7;11,5;22;;;;;;;;;;
20/07/2018;ROC6;4;Exclos;NE;65;;7,3;6,23;mineral;67;7,7;26;;;;;;;;;;
20/07/2018;ROC6;4;Exclos;SE;64;;7,8;6,2;mineral;69,1;9,3;24;;;;;;;;;;
20/07/2018;ROC6;4;Exclos;SO;63;;7,9;5,4;mineral;70,1;9,2;21;;;;;;;;;;
20/07/2018;ROC6;4;Exclos;NO;62;;7,9;6,06;mineral;70,6;8,9;22;;;;;;;;;;
20/07/2018;ROC6;4;Temoin;NE;69;;8,7;6,21;mineral;69,4;11,1;23;;;;;;;;;;
20/07/2018;ROC6;4;Temoin;SE;68;;9,3;6,34;mineral;71,1;10,7;23;;;;;;;;;;
20/07/2018;ROC6;4;Temoin;SO;67;;8,6;6,23;mineral;69,4;9,8;25;;;;;;;;;;
20/07/2018;ROC6;4;Temoin;NO;66;;8,8;6,47;mineral;71,5;11;24;;;;;;;;;;
20/07/2018;ROC6;14;Exclos;NE;87;;6,2;4,9;mineral;12,3;8,1;20;;6;;;;;;;;
20/07/2018;ROC6;14;Exclos;SE;86;;9,5;5,85;mineral;17;8,8;17;;9;;;;;;;;
20/07/2018;ROC6;14;Exclos;SO;85;;4,6;6,6;mineral;16,7;8,7;18;;11;;;;;;;;
20/07/2018;ROC6;14;Exclos;NO;84;;3,1;4,43;mineral;16,3;7,7;15;;4;;;;;;;;
20/07/2018;ROC6;14;Temoin;NE;74;;6,6;6,48;mineral;70,8;9;20;;8;;;;;;;;
20/07/2018;ROC6;14;Temoin;SE;73;;9,4;6,5;mineral;74,3;10,3;22;;7;;;;;;;;
20/07/2018;ROC6;14;Temoin;SO;72;;8,1;6,23;mineral;71,2;9,7;24;;9;;;;;;;;
20/07/2018;ROC6;14;Temoin;NO;71;;8;6,55;mineral;73;9,7;23;;7;;;;;;;;
21/07/2018;A1;PR;Exclos;NE;3;10,1;6,3;5,89;mineral;31,5;7,6;27;;;;;;;;;;
21/07/2018;A1;PR;Exclos;SE;39;10,1;6,6;5,6;mineral;42,3;8,1;22;;;;;;;;;;
21/07/2018;A1;PR;Exclos;SO;40;10,1;4,6;6,34;mineral;17,3;6,6;17;;;;;;;;;;
21/07/2018;A1;PR;Exclos;NO;41;10;7,1;5,98;mineral;41,1;7,4;21;;;;;;;;;;
21/07/2018;A1;PR;Temoin;NE;7;10;4,4;6,02;mineral;51;5,5;23;;;;;;;;;;
21/07/2018;A1;PR;Temoin;SE;5;9,8;5;6,64;mineral;63,5;6;16;;;;;;;;;;
21/07/2018;A1;PR;Temoin;SO;6;9,8;4;5,85;mineral;64;5,4;18;;;;;;;;;;
21/07/2018;A1;PR;Temoin;NO;8;9,7;4,4;5,29;mineral;51,5;5,9;20;;;;;;;;;;
21/07/2018;B1;PR;Exclos;NE;33;8;3,8;6,45;mineral;19,4;7,3;11;;;;;;;;;;
21/07/2018;B1;PR;Exclos;SE;32;8;5;5,67;mineral;28,1;6,6;10;;;;;;;;;;
21/07/2018;B1;PR;Exclos;SO;31;7,9;4;5,73;mineral;33,1;6,8;18;;;;;;;;;;
21/07/2018;B1;PR;Exclos;NO;30;8;3,9;5,59;mineral;16,1;6,9;18;;;;;;;;;;
21/07/2018;B1;PR;Temoin;NE;15;7,8;4,9;5,53;mineral;30,8;7;20;;;;;;;;;;
21/07/2018;B1;PR;Temoin;SE;16;7,9;5,4;5,79;mineral;18,4;7;17;;;;;;;;;;
21/07/2018;B1;PR;Temoin;SO;17;7,9;2,7;5,81;mineral;41,3;5;13;;;;;;;;;;
21/07/2018;B1;PR;Temoin;NO;18;7,9;2,7;6,64;mineral;42,5;6,1;24;;;;;;;;;;
21/07/2018;C1;PR;Exclos;NE;13;9,6;6,3;5,41;mineral;52,6;8,1;29;;;;;;;;;;
21/07/2018;C1;PR;Exclos;SE;12;9,5;5,9;6,07;mineral;9,5;9,4;23;;;;;;;;;;
21/07/2018;C1;PR;Exclos;SO;36;9,6;5,9;5,37;mineral;50,7;7,1;21;;;;;;;;;;
21/07/2018;C1;PR;Exclos;NO;35;9,7;7,3;6,03;mineral;15,8;7,6;29;;;;;;;;;;
21/07/2018;C1;PR;Temoin;NE;38;9,5;7,3;5,53;mineral;28;7,3;20;;;;;;;;;;
21/07/2018;C1;PR;Temoin;SE;37;9,5;6,4;5,91;mineral;7,4;8;17;;;;;;;;;;
21/07/2018;C1;PR;Temoin;SO;9;9,5;5,6;5,96;mineral;33,8;6,2;24;;;;;;;;;;
21/07/2018;C1;PR;Temoin;NO;10;9,4;5,4;5,45;mineral;12,7;7,2;29;;;;;;;;;;
21/07/2018;D1;PR;Exclos;NE;44;8,7;4,4;5,4;mineral;19;6,9;16;;10;;;;;;;;
21/07/2018;D1;PR;Exclos;SE;47;8,6;4,9;5,51;mineral;59,8;6;12;;7;;;;;;;;
21/07/2018;D1;PR;Exclos;SO;46;8,6;1,9;5,85;mineral;47,7;4,7;12;;13;;;;;;;;
21/07/2018;D1;PR;Exclos;NO;43;8,7;3,5;5,13;mineral;24;7,9;12;;9;;;;;;;;
21/07/2018;D1;PR;Temoin;NE;2;8,8;5,2;5,03;mineral;33,3;7,4;19;;11;;;;;;;;
21/07/2018;D1;PR;Temoin;SE;1;8,8;5;5,13;mineral;24,7;7,2;23;;6;;;;;;;;
21/07/2018;D1;PR;Temoin;SO;49;8,8;4,5;5,58;mineral;42,3;7,7;15;;10;;;;;;;;
21/07/2018;D1;PR;Temoin;NO;48;8,8;4,3;5,71;mineral;26,5;7,1;6;;9;;;;;;;;
22/07/2018;72;PA;Exclos;NE;256;;;;mineral;70,6;6,7;25;;;;;;;;;;
22/07/2018;72;PA;Exclos;SE;254;;;;mineral;75,6;7,3;26;;;;;;;;;;
22/07/2018;72;PA;Exclos;SO;253;;;;mineral;13,5;7,1;20;;;;;;;;;;
22/07/2018;72;PA;Exclos;NO;255;;;;mineral;44,9;5,8;22;;;;;;;;;;
22/07/2018;72;PA;Temoin;NE;289;;;;mineral;79,4;8,5;30;;;;;;;;;;
22/07/2018;72;PA;Temoin;SE;290;;;;mineral;78,6;7,3;31;;;;;;;;;;
22/07/2018;72;PA;Temoin;SO;291;;;;mineral;76,8;8,5;32;;;;;;;;;;
22/07/2018;72;PA;Temoin;NO;288;;;;mineral;78,8;8,3;32;;;;;;;;;;
23/07/2018;ROC8;14;Exclos;SE;445;;7;;mineral;76,3;;30;;;;;;;;;;
23/07/2018;ROC8;14;Exclos;NO;443;;5,1;;mineral;73,3;;22;;;;;;;;;;
23/07/2018;ROC8;14;Temoin;NO;438;;;;mineral;;;;;;;;;;;;;
23/07/2018;ROC8;14;Temoin;SE;440;;;;mineral;;;;;;;;;;;;;
23/07/2018;ROC8;1;Exclos;NE;82;;6,1;;mineral;74,9;;26;;;;;;;;;;
23/07/2018;ROC8;1;Exclos;NO;79;;;;mineral;;;;;;;;;;;;;
23/07/2018;ROC8;1;Exclos;NO;80;;9,2;;mineral;72,2;;21;;;;;;;;;;
23/07/2018;ROC8;1;Temoin;NE;450;;;;mineral;;;;;;;;;;;;;
23/07/2018;ROC8;1;Temoin;SO;448;;8,9;;mineral;76;;21;;;;;;;;;;
23/07/2018;ROC8;1;Temoin;SE;449;;9,2;;mineral;76,7;;30;;;;;;;;;;
23/07/2018;ROC8;6;Temoin;SE;403;;;;mineral;72,2;9,6;32;;;;;;;;;;
23/07/2018;ROC8;6;Temoin;NO;405;;;;mineral;75,3;9,9;29;;;;;;;;;;
23/07/2018;ROC8;6;Exclos;SE;435;;;;mineral;72,5;10,2;27;;;;;;;;;;
23/07/2018;ROC8;6;Exclos;NO;433;;;;mineral;75;7,4;32;;;;;;;;;;
23/07/2018;ROC8;10;Exclos;SE;410;;;;mineral;70,3;5,9;31;;;;;;;;;;
23/07/2018;ROC8;10;Exclos;NO;408;;;;mineral;77,7;8,6;31;;;;;;;;;;
23/07/2018;ROC8;10;Temoin;NO;423;;;;mineral;75,1;8,5;37;;;;;;;;;;
23/07/2018;ROC8;10;Temoin;SE;426;;;;mineral;72,4;7,7;28;;;;;;;;;;
23/07/2018;ROC8;4;Exclos;SE;420;;;;mineral;72,2;8,5;30;;;;;;;;;;
23/07/2018;ROC8;4;Exclos;SO;419;;;;mineral;71,6;7,9;27;;;;;;;;;;
23/07/2018;ROC8;4;Temoin;SE;415;;;;mineral;69,4;7,4;30;;;;;;;;;;
23/07/2018;ROC8;4;Temoin;SO;414;;;;mineral;67,4;8,8;32;;;;;;;;;;
26/07/2018;ROC3;1;Exclos;SE;455;;;;mineral;78,2;7,5;32;;;;;;;;;;
26/07/2018;ROC3;1;Exclos;NO;451;;;;mineral;77,4;8,3;34;;;;;;;;;;
26/07/2018;ROC3;1;Temoin;SE;456;;;;mineral;79,3;6,3;28;;;;;;;;;;
26/07/2018;ROC3;1;Temoin;NO;458;;;;mineral;77,6;6,8;19;;;;;;;;;;
26/07/2018;ROC3;10;Exclos;SE;461;;;;mineral;73,7;8;22;;;;;;;;;;
26/07/2018;ROC3;10;Exclos;NO;464;;;;mineral;78,6;5,3;24;;;;;;;;;;
26/07/2018;ROC3;10;Temoin;NO;469;;;;mineral;76,7;4;16;;;;;;;;;;
26/07/2018;ROC3;10;Temoin;SE;467;;;;mineral;77,2;4,8;15;;;;;;;;;;
26/07/2018;ROC3;4;Exclos;NO;482;;;;mineral;72,6;7,4;23;;;;;;;;;;
26/07/2018;ROC3;4;Exclos;SE;485;;;;mineral;76,5;5,8;14;;;;;;;;;;
26/07/2018;ROC3;4;Temoin;SE;481;;;;mineral;78,2;7,6;31;;;;;;;;;;
26/07/2018;ROC3;4;Temoin;NO;478;;;;mineral;78,1;8,1;30;;;;;;;;;;
26/07/2018;ROC3;6;Exclos;NO;381;;;;mineral;78,7;8,1;33;;;;;;;;;;
26/07/2018;ROC3;6;Exclos;SE;489;;;;mineral;78,2;6,5;31;;;;;;;;;;
26/07/2018;ROC3;6;Temoin;SE;382;;;;mineral;76,9;10,5;37;;;;;;;;;;
26/07/2018;ROC3;6;Temoin;NO;385;;;;mineral;78;9,7;34;;;;;;;;;;
26/07/2018;ROC3;6;Exclos;SE;496;;;;mineral;7,7;6,7;7;;;;;;;;;;
26/07/2018;ROC3;6;Exclos;NO;493;;;;mineral;2,1;6,6;6;;;;;;;;;;
26/07/2018;ROC3;6;Temoin;NO;499;;;;mineral;39,7;6,9;14;;;;;;;;;;
26/07/2018;ROC3;6;Temoin;SE;491;;;;mineral;26,6;7;11;;;;;;;;;;
28/07/2018;71;PA;Exclos;NE;293;;;;mineral;76,8;7,1;28;;;;;;;;;;
28/07/2018;71;PA;Exclos;SO;295;;;;mineral;76,9;7;27;;;;;;;;;;
28/07/2018;71;PA;Temoin;WO;296;;;;mineral;76,3;7;28;;;;;;;;;;
28/07/2018;71;PA;Temoin;SE;300;;;;mineral;76,2;8,1;28;;;;;;;;;;
29/07/2018;E1;PO;Exclos;NE;266;;;;mineral;31,1;6;11;;;;;;;;;;
29/07/2018;E1;PO;Exclos;SO;263;;;;mineral;45;4,9;29;;;;;;;;;;
29/07/2018;E1;PO;Temoin;SO;268;;;;mineral;30,4;4,8;26;;;;;;;;;;
29/07/2018;E1;PO;Temoin;SE;269;;;;mineral;5,6;4,8;14;;;;;;;;;;
29/07/2018;F1;PO;Exclos;NE;260;;;;mineral;55,9;3,9;28;;;;;;;;;;
29/07/2018;F1;PO;Exclos;SO;259;;;;mineral;44,8;3,5;24;;;;;;;;;;
29/07/2018;F1;PO;Temoin;NO;277;;;;mineral;35,6;4,9;28;;;;;;;;;;
29/07/2018;F1;PO;Temoin;SO;276;;;;mineral;26,9;5,3;33;;;;;;;;;;
29/07/2018;G1;PO;Exclos;;279;;;;mineral;37,1;3,9;28;;;;;;;;;;
29/07/2018;G1;PO;Exclos;;282;;;;mineral;39,6;4,6;22;;;;;;;;;;
29/07/2018;G1;PO;Temoin;;284;;;;mineral;44,8;4,4;28;;;;;;;;;;
29/07/2018;G1;PO;Temoin;;283;;;;mineral;48,8;4,2;19;;;;;;;;;;
29/07/2018;H1;PO;Exclos;;24;;;;mineral;46;4,6;29;;;;;;;;;;
29/07/2018;H1;PO;Exclos;;23;;;;mineral;43,3;5,3;26;;;;;;;;;;
29/07/2018;H1;PO;Temoin;;19;;;;mineral;34,6;5,3;26;;;;;;;;;;
29/07/2018;H1;PO;Temoin;;26;;;;mineral;28,5;5,2;26;;;;;;;;;;
30/07/2018;ROC7;1;Exclos;NE;304;;;;mineral;77,4;5,1;26;;;;;;;;;;
30/07/2018;ROC7;1;Exclos;SO;307;;;;mineral;76,8;6,9;28;;;;;;;;;;
30/07/2018;ROC7;1;Temoin;SO;309;;;;mineral;76,1;7,2;32;;;;;;;;;;
30/07/2018;ROC7;1;Temoin;NE;312;;;;mineral;78;7,6;30;;;;;;;;;;
30/07/2018;ROC7;4;Exclos;NE;336;;;;mineral;78,7;6,9;35;;;;;;;;;;
30/07/2018;ROC7;4;Exclos;SE;337;;;;mineral;77,8;8,1;37;;;;;;;;;;
30/07/2018;ROC7;4;Temoin;SE;341;;;;mineral;76,8;6,9;34;;;;;;;;;;
30/07/2018;ROC7;4;Temoin;NO;340;;;;mineral;77,5;7,8;32;;;;;;;;;;
30/07/2018;ROC7;6;Exclos;SO;332;;;;mineral;38,1;5,1;15;;;;;;;;;;
30/07/2018;ROC7;6;Exclos;NE;329;;;;mineral;25,7;4,6;13;;;;;;;;;;
30/07/2018;ROC7;6;Temoin;NE;325;;;;mineral;75,8;6,4;27;;;;;;;;;;
30/07/2018;ROC7;6;Temoin;SO;326;;;;mineral;72,5;5,9;29;;;;;;;;;;
30/07/2018;ROC7;10;Exclos;SE;332;;;;mineral;30,4;6,5;15;;;;;;;;;;
30/07/2018;ROC7;10;Exclos;NO;329;;;;mineral;34,1;5,1;15;;;;;;;;;;
30/07/2018;ROC7;10;Temoin;NO;325;;;;mineral;64,4;4,9;17;;;;;;;;;;
30/07/2018;ROC7;10;Temoin;SE;326;;;;mineral;71,5;5,1;21;;;;;;;;;;
30/07/2018;ROC7;14;Exclos;NO;122;;;;mineral;27;7,6;33;;;;;;;;;;
30/07/2018;ROC7;14;Exclos;NE;405;;;;mineral;12,3;6,5;32;;;;;;;;;;
30/07/2018;ROC7;14;Temoin;NE;143;;;;mineral;77,3;6,4;29;;;;;;;;;;
30/07/2018;ROC7;14;Temoin;NO;132;;;;mineral;79,4;5,3;29;;;;;;;;;;
30/07/2018;26;PA;Exclos;NE;112;;;;mineral;33,3;6,1;14;;;;;;;;;;
30/07/2018;26;PA;Exclos;SO;210;;;;mineral;51,5;5,1;12;;;;;;;;;;
30/07/2018;26;PA;Temoin;WE;115;;;;mineral;23,4;6,4;14;;;;;;;;;;
30/07/2018;26;PA;Temoin;NO;224;;;;mineral;28,6;6,4;17;;;;;;;;;;
30/07/2018;43;PA;Exclos;NE;534;;;;mineral;51,2;3,9;12;;;;;;;;;;
30/07/2018;43;PA;Exclos;SO;120;;;;mineral;42,6;4,6;15;;;;;;;;;;
30/07/2018;43;PA;Temoin;SE;144;;;;mineral;53,9;5,7;26;;;;;;;;;;
30/07/2018;43;PA;Temoin;SO;118;;;;mineral;59,6;5,3;19;;;;;;;;;;
01/08/2018;36;PS;Exclos;SO;358;;;;mineral;65,5;8,2;31;;;;;;;;;;
01/08/2018;36;PS;Exclos;SE;357;;;;mineral;68,3;8;32;;;;;;;;;;
01/08/2018;36;PS;Temoin;NE;355;;;;mineral;52,8;11,6;37;;;;;;;;;;
01/08/2018;36;PS;Temoin;SE;354;;;;mineral;56,3;11,9;37;;;;;;;;;;
01/08/2018;35;PS;Exclos;SE;370;;;;mineral;58,9;7;25;;;;;;;;;;
01/08/2018;35;PS;Exclos;SO;369;;;;mineral;68,5;5,9;27;;;;;;;;;;
01/08/2018;35;PS;Temoin;NE;365;;;;mineral;63,3;9,6;32;;;;;;;;;;
01/08/2018;35;PS;Temoin;SE;364;;;;mineral;65,3;10,1;31;;;;;;;;;;
01/08/2018;33;PS;Exclos;SE;373;;;;mineral;67,4;5,3;12;;;;;;;;;;
01/08/2018;33;PS;Exclos;SO;372;;;;mineral;61,7;6,9;12;;;;;;;;;;
01/08/2018;33;PS;Temoin;NO;378;;;;mineral;68,2;10,4;31;;;;;;;;;;
01/08/2018;33;PS;Temoin;NE;377;;;;mineral;68,1;9,2;33;;;;;;;;;;
01/08/2018;ROC6;6;Exclos;SE;373;;;;mineral;69;4;21;;;;;;;;;;
01/08/2018;ROC6;6;Exclos;SO;372;;;;mineral;65,5;4,8;21;;;;;;;;;;
01/08/2018;ROC6;6;Temoin;NO;378;;;;mineral;73,2;6,9;26;;;;;;;;;;
01/08/2018;ROC6;6;Temoin;NE;377;;;;mineral;69,8;6,3;26;;;;;;;;;;
01/08/2018;ROC6;10;Exclos;NE;98;;;;mineral;69,8;4,9;25;;;;;;;;;;
01/08/2018;ROC6;10;Exclos;SO;96;;;;mineral;70,5;5,3;25;;;;;;;;;;
01/08/2018;ROC6;10;Temoin;SO;91;;;;mineral;72,3;6,8;27;;;;;;;;;;
01/08/2018;ROC6;10;Temoin;NE;93;;;;mineral;72,4;7,1;28;;;;;;;;;;
01/08/2018;ROC6;1;Exclos;SO;348;;;;mineral;69,9;7,4;26;;;;;;;;;;
01/08/2018;ROC6;1;Exclos;NE;350;;;;mineral;71,8;7;21;;;;;;;;;;
01/08/2018;ROC6;1;Temoin;NE;345;;;;mineral;70,9;8,5;24;;;;;;;;;;
01/08/2018;ROC6;1;Temoin;SO;343;;;;mineral;70;5,8;26;;;;;;;;;;
01/08/2018;ROC6;1;Exclos;NE;87;;;;mineral;9,9;6,8;8;;;;;;;;;;
01/08/2018;ROC6;1;Exclos;SO;85;;;;mineral;9,6;6,4;8;;;;;;;;;;
01/08/2018;ROC6;1;Temoin;SO;72;;;;mineral;74,7;7,6;26;;;;;;;;;;
01/08/2018;ROC6;1;Temoin;NE;74;;;;mineral;70,4;6,8;26;;;;;;;;;;
01/08/2018;ROC6;4;Exclos;NE;65;;;;mineral;66,9;5,4;28;;;;;;;;;;
01/08/2018;ROC6;4;Exclos;SO;63;;;;mineral;70,6;7,2;27;;;;;;;;;;
01/08/2018;ROC6;4;Temoin;SO;67;;;;mineral;72,3;8,2;27;;;;;;;;;;
01/08/2018;ROC6;4;Temoin;NE;69;;;;mineral;73,3;8,3;26;;;;;;;;;;
03/08/2018;A1;PR;Exclos;;7;;;;mineral;56;3,9;29;;;;;;;;;;
03/08/2018;A1;PR;Exclos;;6;;;;mineral;65,8;3,4;27;;;;;;;;;;
03/08/2018;A1;PR;Temoin;;;;;;mineral;41;3,6;23;;;;;;;;;;
03/08/2018;A1;PR;Temoin;;;;;;mineral;37,9;3,7;18;;;;;;;;;;
03/08/2018;C1;PR;Exclos;NE;13;;;;mineral;55,6;5,3;30;;;;;;;;;;
03/08/2018;C1;PR;Exclos;SO;36;;;;mineral;34,9;5;33;;;;;;;;;;
03/08/2018;C1;PR;Temoin;;38;;;;mineral;31,6;5;24;;;;;;;;;;
03/08/2018;C1;PR;Temoin;;10;;;;mineral;20,1;4,5;18;;;;;;;;;;
03/08/2018;B1;PR;Exclos;;30;;;;mineral;31;4,3;24;;;;;;;;;;
03/08/2018;B1;PR;Exclos;;32;;;;mineral;34,1;4,3;17;;;;;;;;;;
03/08/2018;B1;PR;Temoin;;15;;;;mineral;29,5;4,3;25;;;;;;;;;;
03/08/2018;B1;PR;Temoin;;16;;;;mineral;15,7;4,7;20;;;;;;;;;;
03/08/2018;D1;PR;Exclos;NE;44;;;;mineral;37,5;4,6;16;;;;;;;;;;
03/08/2018;D1;PR;Exclos;SO;46;;;;mineral;39,7;5,5;14;;;;;;;;;;
03/08/2018;D1;PR;Temoin;;2;;;;mineral;17,6;5,8;20;;;;;;;;;;
03/08/2018;D1;PR;Temoin;;48;;;;mineral;28,8;5,8;25;;;;;;;;;;
