Parcelle;Traitement;Herbivorie_enveloppe;Herbivorie;Sp;nb_ind;m_frais;nb_emb1;nb_emb2;nb_emb3;nb_emb4;nb_emb5;nb_emb6;nb_emb7;nb_emb8;nb_emb9;nb_emb10;nb_emb_moy;m_vert;m_brun;Fonct_H1;Fonct_H2;Fonct_H3;Fonct_H4;Fonct_H5;Fonct_H6;Fonct_H7;Fonct_H8;Fonct_H9;Fonct_H10;Fonct_H_moy;Vert_H1;Vert_H2;Vert_H3;Vert_H4;Vert_H5;Vert_H6;Vert_H7;Vert_H8;Vert_H9;Vert_H10;Vert_H_moy;An1_H1;An1_H2;An1_H3;An1_H4;An1_H5;An1_H6;An1_H7;An1_H8;An1_H9;An1_H10;An1_H_moy;An2_H1;An2_H2;An2_H3;An2_H4;An2_H5;An2_H6;An2_H7;An2_H8;An2_H9;An2_H10;An2_H_moy;An3_H1;An3_H2;An3_H3;An3_H4;An3_H5;An3_H6;An3_H7;An3_H8;An3_H9;An3_H10;An3_H_moy;An4_H1;An4_H2;An4_H3;An4_H4;An4_H5;An4_H6;An4_H7;An4_H8;An4_H9;An4_H10;An4_H_moy;An5_H1;An5_H2;An5_H3;An5_H4;An5_H5;An5_H6;An5_H7;An5_H8;An5_H9;An5_H10;An5_H_moy;pH_1;pH_2;pH_3;pH_moy;T_pièce;P_Ulaval;P_CNETE;Si;LA;dNormC13;dNNorm15;%C;%N;Ratio_CN
71;PA;Brouté;Témoin;Phi.tom;6;0,0325;2;2;1;3;3;2;;;;;2,16666666666667;0,0003;0,0065;1,2;1,4;0,9;1,1;1;1,2;;;;;1,13333333333333;0;0,1;0,3;0,2;0,2;0,2;;;;;0,166666666666667;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6,54;6,86;6,44;6,61333333333333;21,4;;511;322;1,10829493087558;-26,8229664474697;-0,743465631826172;34,7079699206365;1,05191009158907;32,9951867542262
71;PA;Brouté;Témoin;Mee.tri;6;0,0797;3;1;2;1;1;1;;;;;1,5;0,001;0,008;1,7;1,2;1,7;1,5;1,8;2;;;;;1,65;0,1;0,4;0,1;0,2;0,9;0;;;;;0,283333333333333;1;0,5;0,3;0,4;0,3;0,2;;;;;0,45;0,3;;;;;;;;;;0,3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;581;492;1,89544688026981;-25,6485151102158;-0,873433214438863;33,516968284371;0,995184022370401;33,6791663963192
72;PA;Non Brouté;Exclos;Aul.pal;10;1,2646;10;6;3;4;6;7;5;7;4;8;6;0,0342;0,1331;4,8;4;4,5;3,3;4,4;3,7;3,6;4,5;3;4,4;4,02;0,8;0,5;0,6;1,1;0,5;0,8;0,7;0,7;0,8;0,7;0,72;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,05;;;19,8976071229827;-27,7311693707365;-2,36806041448481;26,6981894584845;0,477737437348237;55,8846499589344
72;PA;Non Brouté;Exclos;Sph.sp;4;1,1341;2;3;1;1;;;;;;;1,75;0;0,1144;3,4;2,5;3,4;3,5;;;;;;;3,2;0;0;0;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5,55;5,6;;5,575;21,3;0,09;;;7,54774972557629;-28,9125234446493;-1,07752293401035;21,0986262991696;0,571422779052571;36,9229702990691
72;PA;Non Brouté;Exclos;Aul.tur;4;0,2486;3;4;2;2;;;;;;;2,75;0,0146;0,0239;3,7;5;5,6;3,4;;;;;;;4,425;1,1;3;0,5;0,4;;;;;;;1,25;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5,25;5,36;;5,305;21,3;0,06;;;5,15560391730141;-27,1740199118377;-1,85326694272985;27,8841006162947;0,454997828113661;61,2840301499837
72;PA;Brouté;Témoin;Sco.rev;10;0,461;3;7;1;1;5;2;2;1;2;6;3;0,0018;0,0374;3,5;3,5;3,5;3;3,5;4;4,6;3;3;1,5;3,31;0,4;0,5;0,5;0;0;0,3;0;0,7;0,5;0,3;0,32;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6,19;6,24;;6,215;21,3;0,09;;;10,2095238095238;-28,1768889378555;0,18763025298506;32,6911834113272;0,777782745776749;42,0312530572781
72;PA;Brouté;Témoin;Cal.ric;10;0,5254;4;1;2;1;3;1;5;1;1;9;2,8;0,0097;0,0368;4,5;5,7;4,5;5;5;2,5;5,5;3,3;2;4,8;4,28;2;1,7;1;1,5;0,5;0,6;0,8;0,5;1,2;1,3;1,11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6,38;6,42;;6,4;21,3;0,09;;;10,4492512479201;-28,4746927194262;0,19372248342003;32,9812163041347;0,817325761955377;40,3525960386103
72;PA;Brouté;Témoin;Mee.tri;10;0,2477;1;2;3;2;3;2;5;2;1;2;2,3;0,0097;0,0183;3,5;4,5;4,2;2,6;4;3;5;3,5;4,5;2,2;3,7;1,8;1,5;1,8;1,2;1;1,2;2;2;1;1;1,45;0,7;0,6;0,5;0,9;0,6;0,6;0,4;0,6;0,4;;0,5888888889;0,7;0,5;0,3;;0,4;0,3;0,4;;0,4;;0,4285714286;0,7;0,5;0,5;;0,5;0,4;;;;;0,52;;;;;;;;;;;;;;;;;;;;;;;6,33;6,37;;6,35;21,3;0,09;;;6,20078519349411;-26,7805639222792;-0,134242588329183;33,8643998226156;0,988729489318374;34,2504195419129
72;PA;Brouté;Témoin;Phi.tom;10;0,0822;2;1;3;1;1;1;3;4;3;3;2,2;0,0025;0,0136;2,5;2,5;3,5;2,4;2,3;3,5;4;4,5;2,6;2,3;3,01;0,6;0,7;0,5;0,7;0,5;0,5;0,6;0,5;0,4;0,5;0,55;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;610;573;3,44512534818942;-27,891277648374;-0,5817029221293;21,134882;0,741537;28,50145306
A1;PR;Non Brouté;Exclos;Aul.tur;10;1,4775;4;6;5;4;2;4;1;1;3;3;3,3;0,0672;0,1527;3;3,5;4,2;3;2,5;4;4;3;2,6;3,7;3,35;0,5;1;1;1;0,7;0,7;0,5;0,4;0;0,6;0,64;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5,32;5,56;;5,44;21,5;0,05;;;18,3605051664753;-26,7716889751463;-1,55170153619884;32,4666168643197;0,5273548324944;61,565031481274
A1;PR;Non Brouté;Exclos;Dic.acu;10;0,297;3;2;1;2;1;1;1;2;1;1;1,5;0,0046;0,0445;2;2;3;3,7;2;1,8;2,3;2,5;3,5;1,5;2,43;0,2;0,2;0;0,5;0,2;0;0;0,5;0,3;0;0,19;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5,01;5,33;;5,17;21,5;0,06;326;351;5,75911602209945;-27,0428679153182;-1,78625240794518;31,7630428460033;0,572130907402528;55,5170895944207
A1;PR;Non Brouté;Exclos;Ple.sch;6;0,5863;1;1;1;1;3;1;;;;;1,33333333333333;0,0092;0,0695;5,5;3,5;4,5;4,6;4,2;3;;;;;4,21666666666667;0;0,6;0,7;0;1;0,4;;;;;0,45;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5,91;5,86;;5,885;21,5;0,05;;;12,2036524626453;-28,2321108311269;-1,23592092531957;34,3792821838489;0,681726779435862;50,4297076495927
A1;PR;Brouté;Témoin;Ple.sch;10;1,5267;1;2;3;1;1;3;1;3;3;4;2,2;0,0276;0,1766;5,5;6,5;5,5;6;4,7;6,5;5,5;5;6;6,5;5,77;0;1,5;1,5;1;0;0;0;1;2,5;1;0,85;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5,8;5,71;;5,755;21,5;0,05;;;30,1869761444229;-27,7213083183666;-1,64308499272339;36,1596330338167;0,597182535450712;60,5503859996943
A1;PR;Brouté;Témoin;Aul.tur;10;0,5749;1;1;1;1;1;2;4;2;2;6;2,1;0,0231;0,0912;3;3,5;2,6;4;3;5,2;3,5;2,7;3,2;4;3,47;1,5;0,5;0,7;1;1;0,8;0,8;0,5;0,6;1,5;0,89;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4,94;5,15;;5,045;21,5;0,06;;;11,597265382225;-27,2864359088545;-1,86849751881728;25,6836856511779;0,652846645574008;39,34107010475
A1;PR;Brouté;Témoin;Dic.acu;10;0,5557;2;1;1;4;2;2;1;1;3;7;2,4;0,0076;0,087;2,7;2,2;2,5;2,5;1,9;2;2,1;2;2,5;3;2,34;0,6;0,5;0,3;0,5;0,6;0,3;0,5;0,2;0;0,5;0,4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5,37;5,24;;5,305;21,5;0,05;;;8,61715749039693;-27,2746026460106;-1,60754698185273;30,7845049014482;0,721835286762041;42,6475478076712
B1;PR;Non Brouté;Exclos;Aul.tur;10;0,8618;3;3;2;2;1;1;1;2;1;3;1,9;0,0215;0,0922;6,2;4,5;7;7;5,5;4;4;4,6;3,6;5;5,14;3,5;1,5;0,7;0,2;0;0;0;0;0;2;0,79;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5,09;5,2;;5,145;21,5;0,06;;;15,0392156862745;-26,3634414070328;-1,89794329925297;29,1393171213883;0,591212934364592;49,2873471259654
B1;PR;Non Brouté;Exclos;Ple.sch;5;0,8006;1;1;1;4;1;;;;;;1,6;0,0039;0,0861;3;4,2;3,5;3;4,5;;;;;;3,64;0;0,6;0,5;0,3;0;;;;;;0,28;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5,31;5,58;;5,445;21,5;0,07;;;13,0194647201946;-28,3040965134271;-1,87763586446973;28,5298420661645;0,578471631045782;49,3193452107361
B1;PR;Brouté;Témoin;Aul.tur;10;0,995;2;1;4;2;4;3;4;1;5;4;3;0,0086;0,1184;3,5;3,6;4,1;3,8;2,7;3,6;3,3;2,5;2,4;2,8;3,23;0,1;0,4;0;0;0,5;0,5;0,2;0,5;0,3;0,5;0,3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5,64;5,39;;5,515;21,5;0,06;;;11,1994933502217;-27,1257007552253;-2,1883396166532;25,4083285293658;0,630083182765753;40,325355801175
B1;PR;Brouté;Témoin;Dic.acu;9;0,3303;2;1;1;1;7;6;3;2;3;;2,88888888888889;0,0049;0,0521;2,3;3;2;3,3;3,2;3,2;2,2;2,5;3,2;;2,76666666666667;0,5;0,3;0;0,7;1,5;1,2;0,5;0;0,5;;0,577777777777778;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5,03;5,47;5,44;5,31333333333333;21,5;0,06;;;6,15924764890282;-26,3220249870793;-1,81163670142423;28,1094957665454;0,515732629421197;54,504008788609
B1;PR;Brouté;Témoin;Hep.sp;10;0,0835;1;1;1;1;1;1;1;1;1;1;1;0,008;0;1,3;0,7;1,9;2,5;1,3;1,6;2;1,5;1;1,9;1,57;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5,56;5,58;;5,57;21,5;0,07;;;1,914445133292;-27,99372758;13,0100757;28,2897407;0,694631382;40,7262635
B1;PR;Brouté;Témoin;Ple.sch;6;0,7395;2;1;2;3;2;1;;;;;1,83333333333333;0,0039;0,0913;4,9;2,7;3,1;2;4,6;4,5;;;;;3,63333333333333;0;0;0,6;0,5;0;0;;;;;0,183333333333333;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5,5;5,6;;5,55;21,5;;;;13,4550031466331;-28,4628594565823;-2,17615515578326;28,8482325957084;0,625815403715064;46,0970318474984
C1;PR;Non Brouté;Exclos;Aul.tur;10;0,823;4;7;6;3;3;1;6;8;6;2;4,6;0,0257;0,0936;5;7,9;7,3;6;10,6;4,8;5,4;6,7;6,6;3,9;6,42;1,4;0,7;2,5;1,1;1,2;1,4;0,6;0,2;2,1;0,5;1,17;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6,21;5,9;6,29;6,13333333333333;21,5;0,06;;;15,2683222289522;-25,9374439446536;-1,59840863620028;28,1229540026281;0,34246907289773;82,1182297270573
C1;PR;Non Brouté;Exclos;Tom.nit;5;0,8978;1;1;1;1;1;;;;;;1;0,0232;0,0725;4;3,8;3,1;6;3,9;;;;;;4,16;0,5;0,6;0;1,1;0,7;;;;;;0,58;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,09;;;11,4189104571071;-28,042365762454;-0,924840671488221;21,4820642;0,4226496;50,8271253539575
C1;PR;Brouté;Témoin;Ple.sch;10;2,2679;1;3;1;1;2;1;2;1;1;1;1,4;0,0197;0,2523;5,2;7;6,5;4,5;4,3;6;5;5,5;4,8;7;5,58;0,5;1,7;0;0,7;1;0,3;1;0;0;0;0,52;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6,55;7,87;7,66;7,36;21,5;0,06;387;465;34,4274143302181;-27,34326867;10,27643319;30,6639667;0,574022422;53,4194581
C1;PR;Brouté;Témoin;Aul.tur;10;1,2035;4;1;2;3;5;2;3;3;2;3;2,8;0,0086;0,1652;5,9;5,6;4,5;5,5;6;5,3;6,5;3,5;4;4,5;5,13;0,3;0;0,3;0,5;0,3;0;0,7;0;0,5;0,3;0,29;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7,25;7,16;;7,205;21,5;0,05;358;185;16,4092570036541;-26,580693491393;-1,11122146641152;28,3096221;0,5097628;55,5348921106052
C1;PR;Brouté;Témoin;Pol.sp;10;0,2076;1;1;1;1;1;1;1;1;2;1;1,1;0,0171;0,032;3,1;2;2,2;3,1;1,8;3,3;1,5;2,2;2;0,9;2,21;1;0,1;0;1,1;0;0;0;0;0,3;0;0,25;0,2;0,7;0,8;0,8;0,5;0,5;0,5;0,4;1;0,5;0,59;0,4;0,3;0,7;0,4;0,7;0,7;0,5;0,6;;0,5;0,5333333333;0,5;0,5;;0,9;0,6;0,6;1,1;0,7;;0,4;0,6625;0,5;0,8;;;0,6;;;;;1,2;0,775;;;;;;;;;;;;6,31;6,2;;6,255;21,5;0,03;;;4,25365853658537;-28,6196501892636;-2,81380860797677;36,9588340031117;0,417206983286526;88,5863264127807
C1;PR;Brouté;Témoin;Hep.sp;10;0,0962;1;2;1;1;2;2;2;1;2;1;1,5;0,0117;0;3,1;3;3;1,1;2,5;2,2;2;1,7;2;1,5;2,21;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6,9;6,63;;6,765;21,5;0,05;;;2,35279655808236;-26,9248490734831;-1,94592685442822;30,683283;0,6027654;50,9041875993546
C1;PR;Brouté;Témoin;Dic.acu;10;0,3067;5;1;1;2;1;1;1;1;2;1;1,6;0,0015;0,0484;2,5;2,5;2,5;3,4;2,5;3;2,5;2,3;2,5;2;2,57;0,3;1,3;0,2;0;0,3;0;0;0;0;0,7;0,28;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7,24;6,87;6,84;6,98333333333333;21,5;0,05;;;5,26050420168067;-25,6474777846954;-1,04368356755227;25,5311598534441;0,581790691713508;43,8837544448314
D1;PR;Non Brouté;Exclos;Ple.sch;10;3,3196;;;;;;;;;;;0;0,0658;0,1697;3,8;4;4,8;4,3;4,4;4,2;3,8;4,7;3,6;3,5;4,11;0,9;1,1;1,5;2,1;1,3;1;0,9;0,8;1,8;0;1,14;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4,98;5,11;;5,045;21,5;0,07;;;51,4638665843113;-28,2304819435673;-1,47170950489581;25,267932745356;0,578740198315315;43,6602344521942
D1;PR;Non Brouté;Exclos;Dic.acu;10;0,3337;6;3;1;1;2;2;1;4;4;5;2,9;0,0056;0,0684;2,3;2,8;2,9;2,5;2,4;2,8;2,7;2,6;3,4;3;2,74;0,1;0,9;0,7;0,6;1;0,8;0,6;0,6;0,7;0,7;0,67;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5,23;5;;5,115;21,5;0,07;;;6,10103469263542;-25,98755073;-1,486301298;24,230198;0,537083514;45,11439584
D1;PR;Non Brouté;Exclos;Pol.sp;10;0,147;1;1;1;1;1;2;1;1;1;1;1,1;0,0082;0,0239;1,6;1,8;1,2;0,7;3,1;2,9;1,5;1;3,1;1,3;1,82;0,9;0,7;0;0,1;0;0,7;0,5;0;0,4;0,1;0,34;0,5;0,5;1,1;1,2;0,5;0,8;0,7;;;;0,7571428571;0,4;0,6;0,5;0,5;0,6;;0,5;;;;0,5166666667;;;0,7;;;;;;;;0,7;;;;;;;;;;;;;;;;;;;;;;;5,35;5,1;;5,225;21,5;0,08;;;3,09480122324159;-27,2819594111083;-1,75187193661157;24,3215682157462;0,688926018155907;35,3035994791564
D1;PR;Non Brouté;Exclos;Aul.tur;10;0,3167;4;4;5;1;4;2;2;1;1;1;2,5;0,0234;0,0417;4,1;3,4;2,9;3,6;3,3;3,4;2,4;3;2,6;4,2;3,29;1,5;1,1;1;1,1;1,5;1,4;2,3;1;1,2;1,6;1,37;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5,78;5,58;;5,68;21,5;0,08;;;8,44363636363636;-27,3817528951158;-1,44836263558616;24,937894795844;0,644605510362204;38,6870642508647
D1;PR;Brouté;Témoin;Ple.sch;10;1,6678;;;;;;;;;;;0;0,0342;0,1176;6,2;5,3;5,7;2,4;2,3;4,4;3,5;5,2;7,6;3,9;4,65;2;0,7;1,9;0,9;0,3;1,7;2;3;2,8;0;1,53;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4,91;4,8;;4,855;21,3;0,07;;;28,9204484783769;-29,2952687292388;-2,03203436832734;29,8308711294497;0,512611969693216;58,1938637665888
D1;PR;Brouté;Témoin;Sco.cos;10;0,4293;22;27;12;13;20;11;41;12;11;5;17,4;0,0094;0,029;3,1;1,9;2,3;2;2,6;2,9;2,7;2,4;1,7;1,5;2,31;0,4;0,3;0,6;0,7;1,1;1,1;0;0,8;0,9;0,7;0,66;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5,04;4,99;;5,015;21,3;0,07;;;6,82920792079208;-29,0472383223854;-1,46295442890469;23,7445757691065;0,570386884849076;41,6288950532046
D1;PR;Brouté;Témoin;Hep.sp;10;0,1321;2;1;2;11;7;9;1;1;1;1;3,6;0,0011;0,0181;2;1,6;2,1;2,4;2,2;2,1;2,7;1,6;1,6;1,7;2;0;0,6;0;0;0,4;0,3;0;0;1,3;1,7;0,43;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4,8;4,82;;4,81;21,3;0,06;440;217;3,76252319109462;-27,84482735;9,331470349;25,2333455;0,640643629;39,38749151
D1;PR;Brouté;Témoin;Aul.tur;2;0,3214;5;3;;;;;;;;;4;0,0026;0,0392;5;5,1;;;;;;;;;5,05;0,5;0,5;;;;;;;;;0,5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5,1;5;;5,05;21,3;0,07;;;3,42405832320778;-27,4447293656059;-0,975588532065803;23,173696527153;0,651498398439965;35,5698441970744
E1;PO;Non Brouté;Exclos;Ple.sch;9;0,8985;3;1;1;2;1;1;1;1;2;;1,44444444444444;0,0107;0,1116;3;2,8;3,3;4,4;3;4,9;4,2;4,5;3;;3,67777777777778;0,6;0;0,5;0,6;0,2;0,7;0;0,2;0,5;;0,366666666666667;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5,05;5,09;;5,07;21,3;0,07;;;18,3270971635486;-27,9766383240533;-2,37834626308711;30,4613079273471;0,596846197670733;51,0371148316369
E1;PO;Non Brouté;Exclos;Aul.tur;6;0,6689;6;2;2;6;8;6;;;;;5;0,0106;0,1121;3,1;4,5;3,3;4;3,6;4,3;;;;;3,8;0,5;0;0,6;0,5;0;0,5;;;;;0,35;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4,67;5,38;5,9;5,31666666666667;21,3;0,07;;;10,8191167574108;-26,43811198;11,6443794;24,4105926;0,508210057;48,03248622
E1;PO;Brouté;Témoin;Ple.sch;10;1,444;2;1;2;2;1;1;2;1;3;1;1,6;0,0066;0,1698;4,5;3,7;4,5;3,5;4;5;5;4;4,2;3,2;4,16;0;0;0;0;1,5;0;1;1;0;0;0,35;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5,81;5,65;;5,73;21,3;0,07;;;25,8111380145278;-28,2343574186744;-1,47754622222322;32,2377272964663;0,584306669521709;55,172615645231
E1;PO;Brouté;Témoin;Aul.tur;10;0,5751;4;1;2;4;4;5;1;1;4;1;2,7;0,001;0,0658;2,7;2;3;2;2,7;2,4;2;3,2;2,5;2,5;2,5;0;0;0;0;0;0;0,3;0,5;0;0;0,08;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5,89;5,8;;5,845;21,3;0,07;;;7,33615990308904;-26,2966198651321;-1,0057449049241;26,2128296243164;0,582270771088509;45,0182817442709
F1;PO;Non Brouté;Exclos;Aul.tur;10;0,8226;2;2;5;1;2;1;2;1;1;2;1,9;0,0147;0,092;3,2;3,5;4,7;3,8;3,3;3,7;4,8;4,1;3,5;2,5;3,71;0,9;0,6;0,8;0,5;1;0,6;0,7;0,6;0,6;0,6;0,69;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4,86;4,82;;4,84;21,3;0,06;;;11,1225;-26,7452061087771;-2,01549700256634;27,7936370518512;0,553495081832116;50,2147859378478
F1;PO;Non Brouté;Exclos;Sco.cos;10;0,4075;35;25;11;16;20;7;12;14;9;12;16,1;0,0099;0,0303;3,1;2,6;3;1,8;2,2;2,9;1,3;1,9;3,4;2,7;2,49;0;1,5;1,9;1,6;2,2;1,2;0,5;1,1;1,6;0;1,16;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5,24;5,39;;5,315;21,3;0,09;;;6,92167577413479;-28,4271623052519;-1,86374235205363;23,2635805382367;0,611424877218669;38,0481419795367
F1;PO;Non Brouté;Exclos;Hep.sp;10;0,0843;2;2;3;1;1;2;2;1;1;1;1,6;0,0011;0,0119;1,7;1,4;2,3;2,5;2,2;1,6;2,5;2,3;2,2;0,9;1,96;0;0;0;0,7;0,7;0;0,5;0;0;0;0,19;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4,89;5,27;5,09;5,08333333333333;21,3;0,07;;;2,50414201183432;-26,5930937108241;-2,56803957622799;29,4945549865493;0,639583539526969;46,1152502585718
F1;PO;Non Brouté;Exclos;Tom.nit;5;0,6743;;;;;;;;;;;0;0,012;0,0762;3,2;3,6;4,2;4,1;4,1;;;;;;3,84;1;1,2;1;0,5;0,8;;;;;;0,9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4,75;4,79;;4,77;21,3;0,05;;;7,35096153846154;-26,0466517207251;-1,8462322000714;23,1945133471863;0,478264453979318;48,497255345239
F1;PO;Brouté;Témoin;Aul.tur;10;0,4625;1;1;2;1;1;2;1;2;1;1;1,3;0,0107;0,0636;1,7;2,5;2,5;3,2;3,2;2,6;2,3;2,7;2;2,5;2,52;0,6;0,5;0,3;0,2;0,5;0,7;0,3;0;0,5;0,5;0,41;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4,43;4,69;;4,56;21,3;0,06;;;6,56956779159266;-26,9254157012566;-2,3919652701844;25,9799195708914;0,500290844959376;51,9296321982486
